Ấn tượng về Biệt thự Khánh Lâm hoàn toàn ngoài mong đợi, chủ nhà rất niềm nở, thân thiện, tạo ấn tượng tốt, có chỗ đậu xe, phòng ở sạch sẽ thoáng mát, thoải mái và an ninh cao.	1;2;5
Chủ nhà rất nhiệt tình đón khách, và cho mình vào phòng lúc 9h00 mà không tính phụ thu.	1
Đọc những lời chê của mọi người trên mạng, nhưng lấy tiêu chí bãi tắm gần thuận tiện cho trẻ con đi tắm, có bể bơi, giá cả phù hợp với ngân sách gia đình và mức giá chung của khu vực, vị trí khách sạn thuận lợi, thuận tiện đi lại, ăn uống nên tôi vẫn quyết tâm đặt phòng.		4;5
Tôi đã chuẩn bị chấp nhận những điều kiện tồi về phòng ốc, dịch vụ.		1;2
Khuôn viên khách sạn đẹp, được chăm sóc tốt, có cây xanh mát mắt, nhiều loại hoa rất đẹp, nhiều tiểu cảnh để pose hình.		2
Có một bể cảnh với giả sơn đang được xây, chắc vài tháng sau sẽ hoàn thành thì rất đẹp.		2
Bể bơi rất thích, rất đẹp, rộng, có bể bơi kèm bể sục cho trẻ em.		5
Phòng đẹp, mới, rộng rãi, thoáng mát, bồn tắm đứng, tuy nhiên két sắt chưa được sử dụng do ks nói bên B chưa bàn giao.		2;5
Ăn sáng ngon, phong phú, tuy nhiên mức giá cao.		3
Nghỉ tại resort này đúng là mang tính chất nghỉ dưỡng, yên bình, riêng tư, trẻ con chơi không cần lo lắng.		2
Giường hơi cứng.		5
Người dọn phòng có vẻ không được thông báo chính xác giờ check-in/check-out của khách cũng như ngày lưu trú để kịp dọn dẹp.		1
Các món ăn sáng thì khá ít lựa chọn, đặc biệt là không có ghế dành cho trẻ em.		3;5
Khu vực tắm biển không thấy có cứu hộ trực.		1
Nội thất phòng xuống cấp nhiều, khóa cửa hen rỉ, cửa tủ hỏng, lớp sơn bề mặt trên tường xuống cấp...tóm lại chưa tương xứng với số tiền quá đắt mà du khách phải bỏ ra...thuê có 3 tiếng cũng mất 1,5 triệu! 	4;5
Khách sạn khuôn viên đẹp, nhiều cây cối rất thích hợp cho việc nghỉ dưỡng, tuy nhiên phòng ốc hơi cũ, trang thiết bị không đẹp, nói chung là không đạt tiêu chuẩn.		2;5
Về thái độ, dịch vụ, và giá của Chudu24 là tốt, các bạn nhiệt tình tư vấn cho khách hàng, thân thiện với khách hàng và đã cố gắng đáp ứng các yêu cầu của khách hàng.		1;4
Về phần dịch vụ tại Agribankresort ko tốt, ăn sáng ít đồ, cơ sở vật chất ko được tốt, bể bới bẩn.		1;3;5
Tuy nhiên theo đanh giá của mình thì đó là do bộ phận quản lý của Agribankresort, nhân viên phục vụ thái độ nhiệt tình,nhưng do cách chỉ đạo và quản lý của Agribankresort nên chất lượng dịch vụ không tốt.		1
Mình cảm ơn các bạn Chudu24 đã nhiệt tình giúp mình đặt phòng tuy nhiên theo mình các bạn nên lưu ý để tư vấn với khách hàng cả về dịch vụ tại các nơi bạn đặt cho khách, để tránh tình trạng như mình khi đến nơi sử dụng dịch vụ cảm thấy vô cùng thất vọng do không được tư vấn và do không tìm hiểu kỹ về nơi mình đặt.		1
Resort phục vụ tốt, giá phòng hợp lý, nhưng ăn sáng thì hơi ít đồ ăn.		1;3;4
Phòng ốc sạch sẽ nhưng hơi nhiều muỗi.		2
Quang cảnh vườn tốt, nhiều cây xanh.		2
Quảng cáo là 4 sao nhưng còn thua khách sạn 2 sao nữa.		2
Nhân viên ở đây không biết nói chuyện lịch sự...		1
Ngay cả khi check out cũng không nhận được tiếng "cảm ơn".		1
Tôi đã có một đêm lưu trú tại khách sạn, không gian yên tĩnh, đẹp.		2
Nhân viên thân thiện, phòng ốc sáng sủa.		1;2
Khung cảnh đẹp, vị trí đẹp, nhân viên dễ mến nhưng nói thật phòng ốc kém, buffet sáng nghèo nàn.		1;2;3;4
Phòng rất bình thường, nói là có wifi nhưng không kết nối được.		2;5
Không xứng đáng là khách sạn 4 sao, không chu đáo.		2
Bể bơi cũng khá tốt, vừa phải, sạch sẽ.		5
Cảnh quan cây xanh đẹp, được chăm chút cẩn thận nên có cảm giác thư giãn, dễ chịu như đang trong khu vườn lớn.		2
Chúng tôi ở tầng 2, khu nhà gần biển, yên tĩnh, thoáng mát.		2
Tòa nhà cũng khá đẹp, đồ gỗ trong phòng tương đối ổn, ngoại trừ tôi không thích sàn gỗ nhân tạo và gạch lát nhà vệ sinh dễ bị ẩm ướt.		2;5
Nhân viên phục vụ khá thân thiện, nhiệt tình, nhưng làm việc chưa tốt lắm (đặc biệt là bộ phận vệ sinh buồng phòng, nhà hàng).		1
Khâu vệ sinh buồng phòng nên chú ý thêm (hoặc thấy ván gỗ, gạch lát sàn, vệ sinh), ăn sáng và nhà hàng cần cải thiện thêm để có nhiều món ăn hơn và có chất lượng tốt hơn.		1;3
Cần chú ý hơn để đảm bảo các thiết bị vệ sinh làm việc tốt khi khách nhận phòng và cần tăng thêm các dịch vụ cho khách.		1;5
Khách sạn nên bố trí thêm khâu lau sàn nhà, chú ý đến việc vệ sinh phòng ốc.		1
Ngoại cảnh của resort rất đẹp.		2
Vị trí ngay cạnh bãi biển, nên rất thoáng đãng, bãi biển đẹp.		4
Phòng ngủ của resort rất tệ.		2
Hầu như tất cả vật dụng trong phòng hình như không được lau dọn sửa chữa nên rất nhiều bụi và ở mức xuống cấp nghiêm trọng.		5
Các bản lề ở tủ quần áo bị rỉ sét, rất mất mĩ quan, cánh tủ có 3 bản lề gãy 2 cái, cửa tủ có thể nói là dính vào bản lề còn lại, có thể rơi xuống bất kỳ lúc nào vì cái bản lề còn lại cũng không còn chắc chắn gì cho lắm, nên mỗi lần mở tủ lấy đồ tôi lại phải đỡ cánh tủ đề phòng nó bị gãy, rất nguy hiểm cho khách hàng nếu ai không cẩn thận để ý.		5
Các đồ dùng khác cũng không khả quan hơn là mấy.		5
Phòng tắm cũng vậy nhỏ và không được sạch sẽ cho lắm.		5
Chương trình tivi nghèo nàn, có 6 kênh truyền hình, mà lại rất nhiễu.		1
Đây là ý kiến chủ quan của tôi về căn phòng mà tôi gặp phải (phòng 413), có thể các phòng khác không như vậy.		2
Nếu du khách đến Hội An để tắm biển và nghỉ ngơi thì resort này rất hợp lí, giá phòng ok khi đặt qua chudu24.		4
Tôi tính đến Hội An chơi, tính đặt phòng ở Agribank qua Chudu24, nhưng nhìn phòng toilet đưa lên website của công ty thấy bám bẩn, sỉ màu vàng ( hình ảnh cho phòng Superior garden view), hình đưa lên web là bộ mặt của resort mà cũng không lau chùi, rửa trước khi quay phim.		5
Cái nữa, tôi đi xe khách đến bến xe Hội An, và cũng muốn biết nơi xe Bus của resort đưa đón khách ra Hội An chơi, để đến khách sạn cho tiện, vậy mà chat với nhân viên của resort thì lại không trả lời, tôi tưởng là họ bận đột xuất thì lát nữa sẽ reply lại.		1
Tôi không biết là nhân viên đó được resort tuyển dụng như nào? 	1
Phòng rộng rãi, sạch đẹp, nhưng lại là nơi làm tôi khá thất vọng.		2
Nơi đây quá ồn ào không như tôi tưởng tượng về một Hội An yên bình, ở trong phòng mà tôi có thể nghe được âm thanh bên ngoài.		2
Còn cái tivi phòng tôi thì lúc tôi bật đài này đài kia đều ghi không có tín hiệu.		5
Bữa sáng không ổn nhưng tôi thích buổi trưa nấu ngon, có cả nho tráng miệng.		3
Tôi thật lòng góp ý với khách sạn là cần cải thiện nhiều hơn nữa, nhất là các dịch vụ, cũng như cung cách phục vụ và cả nội thất phòng, giá cao nhưng phục vụ sao cho xứng đáng.		1;4;5
Hy vọng nhân viên resort đọc được những đánh giá của khách để làm mình tốt hơn.		1
Khách sạn có vị trí đẹp, gần biển, tôi có cảm giác rất thoải mái khi đến Hội An.		4
Mất khoảng 10 phút đi xe bus hoặc taxi đến trung tâm của Hội An, nhưng tôi không hài lòng về phòng ốc của khách sạn cho lắm, nhìn cũ kỹ và không được sạch , nhất là cửa sổ mờ, dơ có lẽ không được lau chùi thường xuyên, nhìn vòi sen mà không dám tắm.		2;5
Bữa ăn sáng cũng tạm ổn.		3
Bữa tối thì tệ hơn, khách sạn cần cải thiện chất lượng bữa ăn và chất lượng phục vụ.		1;3
Một điều tôi không thích ở đây là phải đợi món rất lâu, vừa bực vừa đói mà chẳng thấy bưng ra, trong khi khách đến sau mình thì đã có món, có lẽ vì bực mà ăn cũng chẳng thấy ngon.		1;3
Còn về các dịch vụ khác ở khách sạn thì tốt.		1
Spa, massage chuyên nghiệp.		1
Resort có nhiều dịch vụ cho khách lựa chọn.		1
Nhân viên nhiệt tình, thân thiện.		1
Trang thiết bị tốt, khu vườn xanh, không gian thoáng đãng, trong lành.		5
Nếu resort cải thiện về phục vụ ở nhà hàng có thể tôi sẽ quay trở lại.		1
Resort có khu vườn xanh và đẹp, tôi thích dạo bộ trong vườn.		2
Nhân viên nhiệt tình, thân thiện nhất là tiếp tân ở quầy.		1
Khách sạn thiết kế đẹp, phòng trang trí cũng ổn chỉ có điều cửa sổ trong phòng không sạch sẽ lắm, có lẽ không lau chùi thường xuyên.		1;2
Đường truyền internet thì không tốt, có khi không có tín hiệu.		5
Phục vụ món ăn thì nhanh lẹ, nhưng món ăn không ngon.		3
Đợi chờ gần 1 tiếng đồng hồ, bụng sôi lên mới thấy nhân viên nhà hàng bưng món ăn ra.		1
Tuy nhiên,view của khách sạn đẹp, lại gần bờ biển Cửa Đại thơ mộng và thuận tiện để tham quan phố cổ Hội An và thánh địa Mỹ Sơn.		2;4
Nhân viên khách sạn cũng ân cần và chu đáo.		1
Có điều bữa sáng ít món và thức ăn không ngon.		3
Buffet sáng tại khách sạn không đạt chuẩn 4 sao, theo tôi chỉ là 1 sao hoặc 2 sao của Mũi Né.		3
Xin góp ý nên có máy heat làm ấm nước trong hồ bơi như các Resort khác ở Mũi né để khách có thể dùng khi trời lạnh ( tháng 1, 2 ở miền Trung).		5
Nói chung bình thường chắc bởi vì không phải mùa du lịch nên không có nhiều dịch vụ cho khách lựa chọn.		1
Điện thoại nội bộ không hoạt động, không có internet trong phòng, không có business center Nhà hàng: món ăn sáng không phong phú, trang trí nội thất nhà hàng tệ 	2;3;5
Dịch vụ nói chung: nhân viên chưa được đào tạo chuyên nghiệp 	1
Phòng ở tốt sạch dịch vụ tốt , đặt phòng của Chudu24 thuận tiện dịch vụ nhanh.		1;2
Phòng ốc: đẹp, sạch sẽ nhưng thiết bị (tivi, tủ lạnh, đèn...) hơi cũ.		5
Khung cảnh, vị trí: khá đẹp nhưng hệ thống chiếu sáng không được đầu tư.		4;5
Dịch vụ đi kèm: nhà hàng không tốt.		1
Không có các dịch vụ khác như massage, phòng tập thể dục...		1
Nói chung là dịch vụ hơi nghèo nàn.		1
Biệt thự ViVa mới, đẹp, được thiết kế sang trọng, tiện nghi đầy đủ với khuôn viên rộng rãi.		2
Biệt thự phố ViVa Vũng Tàu chỗ ở không an toàn, có nhiều côn trùng.		2
Biệt thự 196A không có gì đẹp, nhỏ, ngột ngạt.		2
Nhân Viên ViVa (Ms Trâm) nhiệt tình, dể thương.		1
Giá hợp lý.		4
Phòng ốc sạch sẽ và thoáng mát.		2
Tuy nhiên nhân viên phục vụ không chuyên nghiệp và không thân thiện.		1
Biệt thự rất okie, sạch sẽ, rộng rãi và thoáng.		2
So với giá ở các khách sạn thì việc thuê biệt thự ở nhiều người là giá rất phải chăng.		4
Tính ra trên đầu người còn rẻ hơn khách sạn nhiều.		4
Gia đình tôi mua theo đồ ăn như thịt, hải sản ở chợ Vũng Tàu đến biệt thự thì có sẵn bếp, gia vị và lò nướng ngoài trời làm BBQ rất vui.		5
Thiết bị vệ sinh cũ, rỉ sét.		5
Tủ gỗ bị hư hỏng.		5
Các khung cửa bị rỉ sét, vách tường có vết hoen ố.		5
Không có view, chi được ở chỗ rộng rãi.		2
Phòng ốc sạch sẽ, nhân viên vui vẻ, nhiệt tình.		1;2
Hồ bơi dơ - phòng cũ muỗi rất nhiều - nước lên lầu rất yếu!		2;5
Internet wifi hơi yếu, hay bị lỗi.		5
Tủ lạnh ngăn mát bị hư, một số đèn bị hư chưa sửa.		5
Không xài được, nếu như khách sạn Viva trang bị thêm mỗi phòng một cái tivi thì sẽ tốt hơn.		5
Còn những dịch vụ còn lại đều tốt.		1
Gia đình tôi có thuê  Biệt thự ViVa ở Vũng Tàu và đến nhận phòng thị cô tiếp tân rất vui vẻ và giao chìa khóa của biệt thự cho tôi.		1
Ban đêm thì có bảo vệ đi loanh quanh kiểm tra nên gia đình tôi rất yên tâm và thoải mái khi nghỉ ngơi tại biệt thự.		1
Các bé nhỏ nhà tôi thì rất thích biệt thự có hồ bơi và các bé có thể bơi tại nhà.		2
Gia đình tôi rất thích khu nhà bếp đầy đủ tiện nghi, có cả máy lạnh để tôi nấu thoải mái hơn.		5
Phòng ốc, hồ bơi được dọn dẹp khá sạch sẽ trước khi giao, trang thiết bị mới hoạt động tốt.		2;5
Xe ôtô con sẽ rất khó chạy vào nhà xe, cần nghiên cứu lại.		5
Biệt thự sạch sẽ, các trang thiết bị nội thất khá tốt.		2;5
Nhân viên bảo vệ của công ty Viva canh chừng trước cửa, ca thán tiền lương không đủ sống và phải nhờ vào tiền tip của khách, đếm từng người khách khi xe ra vào biệt thự, gia đình tôi đi xe 16 chỗ thì lại không có chỗ đậu xe, phải theo nhân viên bảo vệ đem xe đi gởi với giá 70k, tuy nhiên đến sáng lại gặp người ở bãi xe đòi 100k nồi niêu xoong chảo thì nhỏ nên khó nấu ăn so với lần tôi đặt ở Sealink Phan Thiết.		1;5
Khách sạn Hoàng Hải Long nằm ngay trung tâm Thành Phố Hồ Chí Minh là nơi tập trung các trung tâm thương mại, nhà hàng...		4
Dịch vụ chất lượng phục vụ rất tốt, tôi rất hài lòng.		1
Check in quá chậm mặc dù 16h30 tôi mới đến nhưng lễ tân tìm mãi mới thấy phòng của tôi đặt buộc tôi phải gọi cho Chudu24 để hỏi phòng.		1
Dịch vụ tồi, cháu nhỏ nhà tôi bì ngã ở bậc khách sạn chảy máu đầu gối nhưng lễ tân không hỏi và chỉ đứng nhìn.		1
Khách sạn tốt.		2
Tuy nhiên reception chưa hiểu hết về quy định hóa đơn đỏ, receive chưa tạo điều kiện cho khách.		1
Tư tưởng quản lí của Alba Thanh Tân Hot Springs Resort còn quá cứng nhắc, không tạo sự thoải mái cho du khách, thảm thực vật bề mặt chưa tốt, một số cây bố trí không phù hợp.		1;5
Công tác quản lí không thích hợp, quy định của khu quá cứng nhắc, và thương mại, thiếu đa dạng trò chơi.		1
Alba Thanh Tân Hot Springs Resort đẹp, không khí trong lòng, nhân viên thân thiện và vui vẻ, nhà hàng phục vụ món ăn ngon, nhân viên nhà hàng chu đáo, giá cả cũng hợp lý, ở đây còn có massage, nói chung hài lòng.		1;3;4
Biệt Thự ViVa An Viên Nha Trang có hồ bơi đẹp, phòng ốc thì cũng tạm nhưng so với 4* thì chưa đạt chuẩn, có 4 phòng ngủ nhưng chỉ có 3 phòng tắm thì hơi bất tiện cho các gia đình cần riêng tư, nói chung thì mọi người đều hài lòng với kỳ nghỉ này.		2
Dịch vụ của Chudu24 rất chu đáo, nhiệt tình, sẽ tiếp tục ủng hộ.		1
Biệt thự đẹp, trang trí nội thất sang trọng, thanh nhã, nhân viên phục vụ rất tốt, nhiệt tình.		1;2
Biển của An Viên phải đi xa mới tắm biển bất tiện và không có hồ bơi.		2;5
Nhìn chung Allezboo Beach Resort & Spa có vị trí tốt, nhân viên khá thân thiện, view cũng khá đẹp.		1;2;4
Tuy nhiên còn một số hạn chế như sau: +phòng ban đêm nhiều muỗi.	+ăn sáng khá đơn điệu.	+bãi biển nhiều đá ngầm.		3;5
Buffet sáng rất ít đồ ăn, 8h sáng chúng tôi xuống dưới nhà hàng thì hầu như đồ ăn đã gần hết, nhìn tới nhìn lui chỉ thấy mỗi bánh mì và trứng chiên, lần đầu tiên chúng tôi ăn món phở chả cá.		3
Thức ăn sáng quá ít món.		3
Nhân viên phục vụ ăn sáng chậm, có lẽ do bố trí quá ít người phục vụ.		1
Allezboo Beach Resort & Spa - Resort tương đối mát mẻ, sạch sẽ.		2
Nhân viên thân thiện, cởi mở.		1
Phòng ở tương đối tốt nhưng có rất nhiều muỗi, toilet không có vòi xịt nên rất bất tiện.		2;5
Thức ăn sáng rất ít, đơn điệu không xứng tầm 4 sao.		3
Allezboo Beach Resort & Spa phòng đẹp, sạch sẽ nhân viên thân thiện.		1;2
Khuyết điểm duy nhất là đồ ăn sáng quá ít món, không xứng với khách sạn 4 sao.		3
Allezboo Beach Resort & Spa có bãi biển sạch đẹp, hồ bơi đẹp, phòng ok.		2;5
Thức ăn sáng quá tệ, nhân viên phục vụ ăn sáng tập trung nói chuyện, chửi thề ở quầy bánh Lễ Tân vui vẻ.		1;3
Cảnh Allezboo Beach Resort & Spa rất đẹp, biển đẹp, ăn sáng ngon, nhân viên dễ thương, gần quán ăn Tám Ú ngon , có bầy chó mặt xệ rất đẹp, khuôn viên đẹp.		1;2;3
Nhưng hồ bơi sâu quá,không có độ dốc, ko có cứu hộ túc trực, không có phao bơi cho trẻ con, trẻ con ko thích hợp bơi ở hồ , con tôi suýt chìm trong hồ bơi ấy, xà bông cho tí xíu không gội được, nội thất cũ .		5
Vị trí Allezboo Beach Resort & Spa đẹp, phòng khách sạn rộng, nội thất hơi cũ, vệ sinh sạch sẽ, hồ bơi sạch, bãi biển sạch, món ăn bình thường.		2;3;5
Allezboo Beach Resort & Spa tốt, tuy nhiên ăn sáng rất ít món, cần cải thiện món ăn sáng.		2;3
Tôi hài lòng với vị trí, khuôn viên, các dịch vụ cũng như giá cả Allezboo Beach Resort & Spa.		1;4
Chất lượng dịch vụ tốt so với giá tiền.		1
Phòng Allezboo Beach Resort & Spa vẫn còn nhiều muỗi mà lại không có màn.		2;5
Mọi thứ của Allezboo Beach Resort & Spa bình thường tuy nhiên nhân viên phục vụ phòng thiếu nụ cười.		1
Nhân viên nhiệt tình, phục vụ tốt.		1
Hồ bơi sạch đẹp, nằm sát bờ biển rất tuyệt.		5
Bãi tắm rộng, có sân bóng rất tốt.		5
Phòng ở sạch sẽ (có nhiều muỗi).		2
Đồ ăn, uống trong phòng giá quá cao không phù hợp.		3;4
Phòng bị hư máy lạnh phải sửa 2 lần, đường đi lên phòng buổi tối thì không có được cái đèn nào tại cầu thang cả.		5
Nhìn chung đây là một resort nhỏ nhưng xinh xắn và sạch sẽ, khuôn viên đẹp và nhiều cây xanh, các bãi cỏ xanh mướt và lối đi có nhiều loài hoa nở rất thơm, cảm giác dễ chịu.		2
Thái độ nhân viên lễ tân lịch sự, nhân viên quầy bar thì rất chu đáo và nhiệt tình.		1
Tuy nhiên cũng có một vài điểm không đạt yêu cầu như bể bơi hơi nhỏ, bữa sáng trong resort thì rất dở, ít món và chế biến rất khó ăn.		3;5
Về dịch vụ của Chudu24 thì rất nhiệt tình, chu đáo, tư vấn tốt, giá cả hợp lý.		1;4
Vị trí thuận lợi, gần nhà hàng Cây Bàng.		4
Hồ bơi rộng thoải mái kế biển, bãi cát mịn, biển đep, có chồi nằm nghỉ.		5
Chúng tôi ở phòng Garden View Duluxe nhìn ra vườn rất dễ chịu để hít thở.		2
Thức ăn sáng bình thường.		3
Diện tích các phòng không đều, có phòng thì nhỏ và không có bồn tắm.		2
Điểm tâm sáng ít và không ngon.		3
Dịch vụ Allezboo Beach Resort & Spa tốt.		1
Phong cách phục vụ của lễ tân tốt & thân thiện.		1
Phòng ốc ok.		2
Khuân viên sạch, đẹp.		2
Khu vực bãi biển & hồ bơi tôi rất thích.		2
Phục vụ tiếp tân, nhà hàng tốt;		1
